iter	RMSE
402	0.7505694313
403	0.750266839
404	0.7496861036
405	0.7491039287
406	0.7485158413
407	0.7480301915
408	0.7477604641
409	0.747458551
410	0.7469594258
411	0.7466840191
412	0.746243104
413	0.7459680425
414	0.7452883725
415	0.7448260523
416	0.7444640333
417	0.7441896156
418	0.7438813694
419	0.7436152287
420	0.7432359124
421	0.7428147715
422	0.7421229727
423	0.741435829
424	0.7410905537
425	0.740788261
426	0.7402967568
427	0.74001829
428	0.739565324
429	0.7391770999
430	0.7387798785
431	0.7382654293
432	0.738008635
433	0.7376023117
434	0.7369445555
435	0.7367015243
436	0.7362281966
437	0.7359890297
438	0.7355969058
439	0.7350599965
440	0.7347593745
441	0.7341864955
442	0.7335226339
443	0.73309279
444	0.7326976323
445	0.7324292793
446	0.7321483661
447	0.7318713383
448	0.7314433326
449	0.7311813232
450	0.7308678204
451	0.7304924595
452	0.7302561381
453	0.7292413241
454	0.7289104997
455	0.7284789729
456	0.728097071
457	0.7276002618
458	0.7272682886
459	0.7269364482
460	0.7267361054
461	0.7263950628
462	0.7255097165
463	0.7252624693
464	0.7248651074
465	0.7243205686
466	0.724026979
467	0.723703547
468	0.7232176567
469	0.7229980463
470	0.7226852115
471	0.7223154323
472	0.7214350748
473	0.7209898358
474	0.7207642241
475	0.7203155221
476	0.7200367434
477	0.7198093655
478	0.7192720455
479	0.7183068113
480	0.7179427154
481	0.7174313537
482	0.7172077437
483	0.7170227352
484	0.716641898
485	0.716415519
486	0.7161130142
487	0.7159055404
488	0.715520723
489	0.7152436784
490	0.7150633491
491	0.7148449576
492	0.7146184518
493	0.7135275793
494	0.7127576145
495	0.712328325
496	0.7120783252
497	0.7117460504
498	0.7113680989
499	0.7109812924
500	0.710759503
501	0.7101092865
502	0.7096269021
503	0.7089542461
504	0.708678958
505	0.7082296862
506	0.7080263136
507	0.7075784943
508	0.707355472
509	0.7068686891
510	0.7066488255
511	0.7064506577
512	0.706155619
513	0.7057994391
514	0.7054881383
515	0.705187926
516	0.7048890401
517	0.7044983805
518	0.7038585708
519	0.7035876025
520	0.7033088519
521	0.7030480216
522	0.7027373262
523	0.7023918137
524	0.7021178107
525	0.7019042995
526	0.7015566171
527	0.7012575578
528	0.7009155727
529	0.7004442963
530	0.700012185
531	0.6997706811
532	0.6994647662
533	0.6991958729
534	0.6988336158
535	0.6986406776
536	0.6983240274
537	0.697627426
538	0.6972987146
539	0.6970064281
540	0.69680389
541	0.6966136462
542	0.6963303369
543	0.6959782183
544	0.6956661813
545	0.6953922504
546	0.6950894758
547	0.6948099992
548	0.6946274475
549	0.694314907
550	0.6941426816
551	0.6939121987
552	0.693600698
553	0.6930703752
554	0.6927381969
555	0.6924196022
556	0.6922336791
557	0.6920251228
558	0.6918405407
559	0.6911561852
560	0.6908407902
561	0.6904931005
562	0.6900784767
563	0.6897418977
564	0.6895127438
565	0.6892870029
566	0.6890797633
567	0.6888219448
568	0.6885294269
569	0.6879011142
570	0.6876292733
571	0.687332553
572	0.6869649722
573	0.6865102496
574	0.6863086829
575	0.6860981928
576	0.6857312695
577	0.6854238778
578	0.6850397907
579	0.6848337139
580	0.6843822479
581	0.6840501224
582	0.6837695784
583	0.683489839
584	0.6832822814
585	0.6830998298
586	0.6829095851
587	0.6824648005
588	0.6822546401
589	0.6819285694
590	0.681748962
591	0.6816140134
592	0.6813388678
593	0.6811667072
594	0.6810324935
595	0.6808224807
596	0.6804809564
597	0.680307229
598	0.6800402191
599	0.6798943948
600	0.6796249933
601	0.6790573226
602	0.6786427839
603	0.6784320693
604	0.6781770527
605	0.6779813557
606	0.6776808479
607	0.6775006342
608	0.6773420522
609	0.6771707504
610	0.6769760966
611	0.6767168347
612	0.6763888545
613	0.6762081944
614	0.6759126102
615	0.675649167
616	0.675275888
617	0.6750135712
618	0.6748587679
619	0.6746963177
620	0.6745448048
621	0.6740293073
622	0.6738060107
623	0.6736347996
624	0.6732994802
625	0.6730726822
626	0.6726817012
627	0.6723610192
628	0.6721853417
629	0.672034486
630	0.6718797265
631	0.6716221887
632	0.6714891501
633	0.6712821256
634	0.6710325193
635	0.6708504863
636	0.6705932219
637	0.6704174539
638	0.6701510878
639	0.6699841773
640	0.6698017716
641	0.6693892815
642	0.6691328995
643	0.6688410011
644	0.6686966219
645	0.6683302515
646	0.6680722096
647	0.6678777726
648	0.6674008042
649	0.6671866211
650	0.6669372512
651	0.6668335125
652	0.6666862856
653	0.6664431415
654	0.6658087029
655	0.6656214789
656	0.6654024371
657	0.6652459919
658	0.6650715955
659	0.6645797671
660	0.6643678281
661	0.6641977081
662	0.6635693904
663	0.6634102356
664	0.6630848691
665	0.6629442601
666	0.6628043549
667	0.6625812946
668	0.6623335312
669	0.6620678894
670	0.6619077016
671	0.6616495896
672	0.6614671493
673	0.6612815577
674	0.6611644703
675	0.660967607
676	0.6606559197
677	0.6604552428
678	0.6602993144
679	0.6601056721
680	0.6597343789
681	0.659580423
682	0.6594293965
683	0.6590133452
684	0.6587664511
685	0.6585691433
686	0.6583631741
687	0.658144844
688	0.6579692718
689	0.6578358848
690	0.6575578616
691	0.6574184642
692	0.6572152671
693	0.6570451477
694	0.6567807833
695	0.6566014405
696	0.6563760307
697	0.6560449837
698	0.6558242614
699	0.6556757326
700	0.6555171563
701	0.6553594665
702	0.6552011321
703	0.6550773929
704	0.6547660145
705	0.6545462731
706	0.6543989582
707	0.6541969176
708	0.6536827416
709	0.6534735293
710	0.6533055461
711	0.6531687667
712	0.6529437608
713	0.6527486778
714	0.6526222995
715	0.652374981
716	0.6521690369
717	0.6519489892
718	0.6514919374
719	0.6513514569
720	0.6510650609
721	0.6509126938
722	0.6507325283
723	0.6503646445
724	0.6502337068
725	0.6496724692
726	0.6491954962
727	0.6489554944
728	0.6487536602
729	0.648600341
730	0.6482460054
731	0.6479112627
732	0.6477730667
733	0.6475965877
734	0.6474572903
735	0.647026906
736	0.6466720679
737	0.6464898143
738	0.6461896188
739	0.6460083585
740	0.6456860871
741	0.6454813234
742	0.6453136937
743	0.6452090352
744	0.645075815
745	0.6449520171
746	0.6447503013
747	0.6445190593
748	0.6443975002
749	0.6442715633
750	0.6440672767
751	0.6439456177
752	0.6437148367
753	0.6435463714
754	0.643292253
755	0.6430843564
756	0.6429112694
757	0.6427163139
758	0.642566999
759	0.6422601944
760	0.6420662185
761	0.641941216
762	0.6418119221
763	0.6416717779
764	0.6415478364
765	0.6414196835
766	0.6412399991
767	0.64107742
768	0.6409506996
769	0.640765778
770	0.6402540998
771	0.6401110163
772	0.6399848926
773	0.6397279463
774	0.639619472
775	0.6395001977
776	0.6392949993
777	0.6388930467
778	0.6386899904
779	0.6382962386
780	0.6381403136
781	0.6380044018
782	0.6376347555
783	0.6375109777
784	0.6373717795
785	0.6372164789
786	0.637083498
787	0.636757769
788	0.6366458396
789	0.6364896424
790	0.6363066415
791	0.6361391436
792	0.636009127
793	0.6358890266
794	0.6357991174
795	0.6353810253
796	0.6351749667
797	0.6350391292
798	0.63491597
799	0.6347953349
800	0.6346950634
801	0.6345656804
802	0.634361884
803	0.6340314244
804	0.6338800118
805	0.6337530019
806	0.6335836302
807	0.6333149166
808	0.6330746989
809	0.6329485994
810	0.632460183
811	0.6322103341
812	0.6320547198
813	0.6315964392
814	0.6314712645
815	0.631323129
816	0.6311801271
817	0.6310430916
818	0.6309133509
819	0.6308136462
820	0.6305932017
821	0.6299760365
822	0.6298206204
823	0.6296543999
824	0.6294780123
825	0.6293505808
826	0.629233317
827	0.6289079666
828	0.6287650173
829	0.6284552481
830	0.6283365399
831	0.6282083063
832	0.6280331302
833	0.62789861
834	0.6277553614
835	0.6275969097
836	0.6272934886
837	0.6271846994
838	0.6270208023
839	0.6269004868
840	0.6266577025
841	0.6265517086
842	0.6263726576
843	0.6261710061
844	0.6260278679
845	0.6259227063
846	0.625810232
847	0.6256407555
848	0.6253353303
849	0.6252278946
850	0.6251206239
851	0.6249633182
852	0.6246125842
853	0.6245245582
854	0.6243922279
855	0.6242653746
856	0.6241257481
857	0.6240247022
858	0.6238447072
859	0.6237387475
860	0.6234091185
861	0.6232098836
862	0.6230745967
863	0.6229836202
864	0.6228515367
865	0.6227417719
866	0.6226369966
867	0.6224519006
868	0.6223433462
869	0.6222278476
870	0.6220209768
871	0.6218239977
872	0.621656362
873	0.6215070789
874	0.6213778279
875	0.6212389581
876	0.6208776825
877	0.6207685392
878	0.6206033167
879	0.6202804897
880	0.62009323
881	0.6199456749
882	0.6197871154
883	0.6196949203
884	0.6195941483
885	0.6194359538
886	0.6193421132
887	0.6191695565
888	0.61907337
889	0.6189499915
890	0.6188461145
891	0.6187413967
892	0.6186065684
893	0.6183097658
894	0.6182102152
895	0.6180270328
896	0.6178478849
897	0.6175317679
898	0.617406619
899	0.6173171081
900	0.6171389805
901	0.6170391733
902	0.6168894959
903	0.6167618773
904	0.616676547
905	0.61634632
906	0.6162250513
907	0.6161320615
908	0.6160333147
909	0.6159257973
910	0.6154014029
911	0.6151372255
912	0.614978314
913	0.6148651629
914	0.6147597682
915	0.6146516081
916	0.6143460741
917	0.6141021646
918	0.6139646447
919	0.6138241701
920	0.6137475958
921	0.6136044029
922	0.613502007
923	0.6133548291
924	0.6131240032
925	0.6128946749
926	0.6127785123
927	0.6124170132
928	0.6122944859
929	0.6120911476
930	0.6119939054
931	0.6118639927
932	0.6117808876
933	0.6116867974
934	0.6115383104
935	0.6114546864
936	0.6113019057
937	0.6111503517
938	0.6109804003
939	0.6105343239
940	0.6104160148
941	0.6103234634
942	0.6101687496
943	0.6100503974
944	0.6099540249
945	0.609857064
946	0.6096687658
947	0.60951963
948	0.6092461276
949	0.609145234
950	0.6090441092
951	0.6089573527
952	0.6087152907
953	0.6086147772
954	0.6085317835
955	0.6083821445
956	0.6082581244
957	0.6080909664
958	0.6080173681
959	0.607875511
960	0.6076055811
961	0.6074986053
962	0.6074242233
963	0.6073090391
964	0.6072121657
965	0.6069933677
966	0.6068389629
967	0.6067472443
968	0.6066072552
969	0.6065095836
970	0.6062442008
971	0.6061549
972	0.606054969
973	0.6059687646
974	0.6056952319
975	0.6055460198
976	0.6054469452
977	0.605242512
978	0.6051620971
979	0.6050200746
980	0.6048150854
981	0.6046847678
982	0.6045806842
983	0.604472129
984	0.6043574201
985	0.6042454422
986	0.6041660071
987	0.6040785374
988	0.6040084829
989	0.6039238855
990	0.6037385021
991	0.6036539791
992	0.6035092153
993	0.6033134572
994	0.6031985227
995	0.6030979373
996	0.6030050891
997	0.6029366519
998	0.6027941392
999	0.6022532219
1000	0.6019476506
1001	0.6018637391
1002	0.6017643113
1003	0.6016715617
1004	0.6015614534
1005	0.6014762656
1006	0.6013806317
1007	0.6013110107
1008	0.6011485787
1009	0.6010503166
1010	0.6008324456
1011	0.600631564
1012	0.6005055901
1013	0.6004149307
1014	0.6002695239
1015	0.6001356636
1016	0.5999436007
1017	0.5997437848
1018	0.599617651
1019	0.599430283
1020	0.599304916
1021	0.5991635722
1022	0.5989807361
1023	0.5988739043
1024	0.59879191
1025	0.5984734219
1026	0.5983606924
1027	0.5982259529
1028	0.598132608
1029	0.598046256
1030	0.5979497911
1031	0.5978724504
1032	0.5976868065
1033	0.5975562394
1034	0.5974258949
1035	0.5973327142
1036	0.5972683712
1037	0.5971592997
1038	0.5970692127
1039	0.5969731698
1040	0.5968819146
1041	0.5967902761
1042	0.5967031775
1043	0.596618103
1044	0.5965542569
1045	0.5964506521
1046	0.5963668323
1047	0.5962917545
1048	0.5961728738
1049	0.5960679535
1050	0.5959845355
1051	0.5959103372
1052	0.5957686859
1053	0.5956949431
1054	0.5954587842
1055	0.5952443299
1056	0.5951708044
1057	0.5950401577
1058	0.5949459557
1059	0.594823968
1060	0.5947162849
1061	0.5945279007
1062	0.5943978223
1063	0.5943069344
1064	0.5941892433
1065	0.5941233233
1066	0.5940342502
1067	0.5939160077
1068	0.5938376495
1069	0.5937590964
1070	0.5936933021
1071	0.5936236211
1072	0.5935376636
1073	0.5930051249
1074	0.5927457179
1075	0.5925651752
1076	0.5924892908
1077	0.5921017126
1078	0.5919699937
1079	0.591848404
1080	0.5917513098
1081	0.5916817902
1082	0.5913948121
1083	0.5912605181
1084	0.591121272
1085	0.591035921
1086	0.5909522412
1087	0.5908764837
1088	0.5906657726
1089	0.5904904281
1090	0.5904039599
1091	0.5903070202
1092	0.5902398923
1093	0.5901000215
1094	0.5900202284
1095	0.5898836504
1096	0.5897941401
1097	0.5897184197
1098	0.5896349419
1099	0.5895182434
1100	0.5892916447
1101	0.5890969889
1102	0.5890223118
1103	0.5888956315
1104	0.5888210421
1105	0.5887245566
1106	0.5886555199
1107	0.5885712552
1108	0.588501443
1109	0.5882521516
1110	0.5881143342
1111	0.5880190619
1112	0.5879584096
1113	0.5878352195
1114	0.5877344441
1115	0.5875404119
1116	0.5874681693
1117	0.5872295902
1118	0.58715498
1119	0.5870292563
1120	0.5869243254
1121	0.5867365599
1122	0.5866263739
1123	0.5864794248
1124	0.5863980327
1125	0.5862729293
1126	0.5860934134
1127	0.5860126944
1128	0.5859052259
1129	0.585737538
1130	0.5856435093
1131	0.5855674727
1132	0.5854838598
1133	0.5854108813
1134	0.585304535
1135	0.5852081029
1136	0.5850991782
1137	0.5849766811
1138	0.5848655251
1139	0.5847807547
1140	0.5846218629
1141	0.5845452626
1142	0.5844453688
1143	0.5843774487
1144	0.5841928544
1145	0.5840974717
1146	0.5840297824
1147	0.5838815407
1148	0.5838172648
1149	0.5837455416
1150	0.5836774972
1151	0.5836156494
1152	0.5835480145
1153	0.5832960607
1154	0.5832234291
1155	0.583141421
1156	0.5829579198
1157	0.5828852592
1158	0.5827047489
1159	0.5826324712
1160	0.5825637503
1161	0.5824090836
1162	0.5823076963
1163	0.5822094201
1164	0.5821490314
1165	0.5818683814
1166	0.5817830235
1167	0.5815728337
1168	0.5814701968
1169	0.5813510375
1170	0.581159426
1171	0.5809712074
1172	0.5808266459
1173	0.5807627834
1174	0.580701659
1175	0.5805999395
1176	0.5804968334
1177	0.5802992511
1178	0.58018871
1179	0.5801142394
1180	0.5800304819
1181	0.5799629101
1182	0.5798488819
1183	0.5797769936
1184	0.5797276458
1185	0.5795925446
1186	0.5795218633
1187	0.5794493116
1188	0.5793203428
1189	0.5792354817
1190	0.5791584702
1191	0.5790891081
1192	0.5790083625
1193	0.5789204408
1194	0.5788195844
1195	0.5785696341
1196	0.5784202536
1197	0.5783469832
1198	0.5782807048
1199	0.5782092138
1200	0.5781453107
1201	0.5780873407
1202	0.5780103625
1203	0.5777550998
1204	0.5776480971
1205	0.5775600022
1206	0.5774816606
1207	0.5774109319
1208	0.5773325832
1209	0.5772615793
1210	0.5771452068
1211	0.576773858
1212	0.57669841
1213	0.5766112353
1214	0.5765230436
1215	0.5764585064
1216	0.576391035
1217	0.5763099318
1218	0.5762459554
1219	0.5761271024
1220	0.5760689819
1221	0.5760046284
1222	0.5758306005
1223	0.5757727015
1224	0.5756674665
1225	0.5755845627
1226	0.5754850335
1227	0.5753940376
1228	0.5751851132
1229	0.5750255048
1230	0.5749606508
1231	0.5748831496
1232	0.5748057544
1233	0.5747518343
1234	0.5746798952
1235	0.5745572638
1236	0.5743878582
1237	0.5743080027
1238	0.5741632343
1239	0.5740611374
1240	0.5739961835
1241	0.5737560594
1242	0.5736941786
1243	0.5736021672
1244	0.5735336297
1245	0.5733203016
1246	0.5732732653
1247	0.57317035
1248	0.573106622
1249	0.5730434582
1250	0.5729860427
1251	0.5727184995
1252	0.5726572006
1253	0.5725823184
1254	0.5724429285
1255	0.5723763383
1256	0.5723071344
1257	0.5722029486
1258	0.5720956886
1259	0.5720087677
1260	0.5718078169
1261	0.5717307013
1262	0.5716122365
1263	0.5715003637
1264	0.5714346392
1265	0.571351377
1266	0.571170085
1267	0.571101976
1268	0.5710125098
1269	0.5709524921
1270	0.5708805872
1271	0.5708191758
1272	0.5707496013
1273	0.5706601875
1274	0.5705810715
1275	0.5704907761
1276	0.5704340315
1277	0.5703352836
1278	0.5702466866
1279	0.5701885368
1280	0.5701365105
1281	0.5700870208
1282	0.5699914536
1283	0.5699448283
1284	0.569892913
1285	0.5698372449
1286	0.5697864073
